input,output
"{""id"": ""9"", ""author"": ""WanderlustLara"", ""message"": ""def agree on the 'how you visit' part, but the sheer volume of ppl makes it tough sometimes. my ideal is like, 10 other tourists MAX. #CrowdControl pls 🙏"", ""keywords"": [""agreement-with-caveat"", ""frustration"", ""request"", ""hashtag""]}","{""id"": ""9"", ""author"": ""WanderlustLara"", ""scores"": {""emotions"": {""joy"": 10, ""gratitude"": 30, ""admiration"": 15, ""anticipation"": 60, ""trust"": 50, ""surprise"": 0, ""sadness"": 30, ""anger"": 10, ""frustration"": 75, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""def agree"", ""sheer volume of ppl"", ""makes it tough"", ""10 other tourists MAX"", ""#CrowdControl"", ""pls 🙏""], ""top_modifiers"": [""def"", ""MAX"", ""pls"", ""plea_emoji""], ""rule_traces"": [{""rule"": ""agreement_with_caveat_detected"", ""impact"": 5}, {""rule"": ""frustration_over_circumstance"", ""impact"": 15}, {""rule"": ""specific_ideal_stated"", ""impact"": 8}, {""rule"": ""plea_or_request_emoji"", ""impact"": 7}, {""rule"": ""hashtag_request"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""10"", ""author"": ""NomadAlex"", ""message"": ""Just stay home lol. zero crowds. peak #authenticTravel"", ""keywords"": [""sarcasm"", ""humor"", ""one-liner"", ""hashtag""]}","{""id"": ""10"", ""author"": ""NomadAlex"", ""scores"": {""emotions"": {""joy"": 65, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 10, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 10, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""humor"", ""lol"", ""zero crowds"", ""peak #authenticTravel""], ""top_modifiers"": [""sarcasm_indicator"", ""humor_marker"", ""hashtag""], ""rule_traces"": [{""rule"": ""humor_detection"", ""impact"": 15}, {""rule"": ""sarcasm_detection"", ""impact"": 10}, {""rule"": ""lighthearted_expression"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""SkincareGuru_Noob"", ""message"": ""hot take: ngl the amount of 'holy grail' skincare products that end up being totally mid or break me out is CRIMINAL. my wallet and my face cannot take it anymore 😩 why is everything 💸 or just pure ✨marketing✨? anyone got actual recs for sensitive skin on a budget? #SkincareStruggles #BudgetBeauty"", ""keywords"": [""hot-take"", ""rant"", ""question"", ""request""]}","{""id"": ""1"", ""author"": ""SkincareGuru_Noob"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 40, ""trust"": 30, ""surprise"": 15, ""sadness"": 45, ""anger"": 50, ""frustration"": 90, ""disgust"": 30, ""fear"": 20, ""contempt"": 40, ""neutral"": 10}, ""moderation"": {""toxicity"": 25, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""hot take"", ""holy grail skincare products"", ""totally mid"", ""break me out"", ""CRIMINAL"", ""my wallet and my face cannot take it anymore"", ""😩"", ""why is everything 💸 or just pure ✨marketing✨"", ""actual recs for sensitive skin on a budget"", ""#SkincareStruggles"", ""#BudgetBeauty""], ""top_modifiers"": [""hot take (opinion)"", ""ngl (informal)"", ""CRIMINAL (hyperbole)"", ""😩 (exasperation emoji)"", ""💸 (money emoji)"", ""✨marketing✨ (sarcastic use of emoji)""], ""rule_traces"": [{""rule"": ""consumer_complaint"", ""impact"": 30}, {""rule"": ""hyperbolic_language"", ""impact"": 15}, {""rule"": ""negative_emojis"", ""impact"": 10}, {""rule"": ""information_request"", ""impact"": -10}, {""rule"": ""social_media_tags"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""BeautyBaybee"", ""message"": ""fr!!! it's a minefield out there. i only trust ingredients lists now. look for ceramide, hyaluronic acid, niacinamide. simple is usually best! 💯"", ""keywords"": [""agreement"", ""advice"", ""fragment""]}","{""id"": ""2"", ""author"": ""BeautyBaybee"", ""scores"": {""emotions"": {""joy"": 40, ""gratitude"": 15, ""admiration"": 10, ""anticipation"": 20, ""trust"": 75, ""surprise"": 0, ""sadness"": 5, ""anger"": 0, ""frustration"": 25, ""disgust"": 0, ""fear"": 15, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 2}, ""explainability"": {""top_matched_keywords"": [""fr!!!"", ""minefield out there"", ""only trust ingredients lists"", ""look for ceramide, hyaluronic acid, niacinamide"", ""simple is usually best!"", ""💯""], ""top_modifiers"": [""exaggerated_punctuation"", ""emoji_positive"", ""internet_slang""], ""rule_traces"": [{""rule"": ""agreement_slang_detection"", ""impact"": 10}, {""rule"": ""cautionary_language"", ""impact"": 5}, {""rule"": ""positive_advice_giving"", ""impact"": 20}, {""rule"": ""trust_expression"", ""impact"": 15}, {""rule"": ""emoji_hundred_points"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""TheDermDude"", ""message"": ""You're not wrong, @SkincareGuru_Noob. Most stuff is just overhyped. Stick to pharmaceutical-grade brands or K-beauty for better value. CeraVe and La Roche-Posay are solid if you can find them discounted."", ""keywords"": [""agreement"", ""advice"", ""@mention""]}","{""id"": ""3"", ""author"": ""TheDermDude"", ""scores"": {""emotions"": {""joy"": 10, ""gratitude"": 5, ""admiration"": 20, ""anticipation"": 30, ""trust"": 70, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 15, ""disgust"": 0, ""fear"": 0, ""contempt"": 10, ""neutral"": 40}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""You're not wrong"", ""overhyped"", ""Stick to pharmaceutical-grade brands"", ""K-beauty"", ""CeraVe"", ""La Roche-Posay"", ""solid"", ""discounted"", ""agreement"", ""advice""], ""top_modifiers"": [""not wrong"", ""@SkincareGuru_Noob""], ""rule_traces"": [{""rule"": ""agreement_expressed"", ""impact"": 15}, {""rule"": ""advice_offered"", ""impact"": 20}, {""rule"": ""brand_recommendation"", ""impact"": 10}, {""rule"": ""mild_criticism_of_market"", ""impact"": -5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""GlowUpGal"", ""message"": ""!!! this post is my life story lolol 😭"", ""keywords"": [""hype"", ""humor"", ""emoji-only""]}","{""id"": ""4"", ""author"": ""GlowUpGal"", ""scores"": {""emotions"": {""joy"": 95, ""gratitude"": 0, ""admiration"": 70, ""anticipation"": 30, ""trust"": 10, ""surprise"": 20, ""sadness"": 15, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""this post is my life story"", ""lolol"", ""😭"", ""!!!""], ""top_modifiers"": [""intensifier"", ""humor_indicator"", ""relatability_expression"", ""overwhelmed_emoji""], ""rule_traces"": [{""rule"": ""positive_sentiment_high"", ""impact"": 50}, {""rule"": ""humor_detection"", ""impact"": 30}, {""rule"": ""exclamation_marks_emphasis"", ""impact"": 10}, {""rule"": ""contextual_emoji_joy"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""SkincareSherpa"", ""message"": ""Okay for real, I feel this in my bones. So many 'influencer faves' are just pr gifted junk. For sensitive skin and budget, try Vanicream moisturizer and Avene cleansing gel. Both derm-approved and no frills. Edit: and always patch test new products!"", ""keywords"": [""agreement"", ""advice"", ""edit"", ""recommendation""]}","{""id"": ""5"", ""author"": ""SkincareSherpa"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 25, ""admiration"": 30, ""anticipation"": 45, ""trust"": 85, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 20, ""disgust"": 0, ""fear"": 0, ""contempt"": 15, ""neutral"": 10}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""agreement"", ""advice"", ""recommendation"", ""feel this in my bones"", ""pr gifted junk"", ""Vanicream moisturizer"", ""Avene cleansing gel"", ""derm-approved"", ""patch test new products""], ""top_modifiers"": [""for real"", ""so many""], ""rule_traces"": [{""rule"": ""positive_sentiment_agreement"", ""impact"": 20}, {""rule"": ""product_recommendation"", ""impact"": 15}, {""rule"": ""responsible_advice"", ""impact"": 10}, {""rule"": ""mild_product_criticism"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""SkincareGuru_Noob"", ""message"": ""@SkincareSherpa thanks! are those usually on amazon or drugstores? my local sephora is $$$"", ""keywords"": [""follow-up"", ""question"", ""@mention""]}","{""id"": ""6"", ""author"": ""SkincareGuru_Noob"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 85, ""admiration"": 15, ""anticipation"": 40, ""trust"": 55, ""surprise"": 0, ""sadness"": 5, ""anger"": 0, ""frustration"": 10, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 30}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""thanks"", ""question"", ""amazon"", ""drugstores"", ""sephora"", ""$$$"", ""@SkincareSherpa"", ""follow-up""], ""top_modifiers"": [""interrogative_phrase"", ""currency_symbol_emphasis"", ""gratitude_expression""], ""rule_traces"": [{""rule"": ""explicit_gratitude"", ""impact"": 10}, {""rule"": ""direct_question"", ""impact"": 5}, {""rule"": ""user_mention"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""AcneAvoider"", ""message"": ""meanwhile i'm over here still washing my face with bar soap and regretting it every damn day but too broke for anything else 😂 like, is there a secret skincare society i'm not invited to? #BudgetBeauty for real."", ""keywords"": [""sarcasm"", ""relatable"", ""humor"", ""question""]}","{""id"": ""7"", ""author"": ""AcneAvoider"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 20, ""surprise"": 0, ""sadness"": 30, ""anger"": 5, ""frustration"": 60, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 8, ""insult"": 0, ""harassment"": 0, ""profanity"": 10, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""humor"", ""regretting it every damn day"", ""too broke for anything else"", ""😂"", ""secret skincare society"", ""#BudgetBeauty""], ""top_modifiers"": [""emoji_laughing_crying"", ""mild_profanity"", ""rhetorical_question""], ""rule_traces"": [{""rule"": ""self_deprecating_humor_identified"", ""impact"": 40}, {""rule"": ""positive_emoji_override"", ""impact"": 30}, {""rule"": ""mild_profanity_flag"", ""impact"": 8}, {""rule"": ""relatable_content_marker"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""FoodieFiend"", ""message"": ""hot take: Is it just me or is finding genuinely healthy lunch options that don't break the bank when you're slammed impossible??? like i just want something quick and NOT a sad desk salad 😩 #HealthyFoodStruggles"", ""keywords"": [""hot-take"", ""rant"", ""question"", ""humor""]}","{""id"": ""1"", ""author"": ""FoodieFiend"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 20, ""trust"": 10, ""surprise"": 5, ""sadness"": 20, ""anger"": 30, ""frustration"": 85, ""disgust"": 15, ""fear"": 0, ""contempt"": 25, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""hot take"", ""impossible"", ""sad desk salad"", ""😩"", ""#HealthyFoodStruggles"", ""rant""], ""top_modifiers"": [""rhetorical_question"", ""emoji_frustration"", ""hashtag"", ""intensifier""], ""rule_traces"": [{""rule"": ""frustration_indicator"", ""impact"": 30}, {""rule"": ""relatable_struggle_theme"", ""impact"": 20}, {""rule"": ""rhetorical_question_pattern"", ""impact"": 10}, {""rule"": ""negative_emoji_presence"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""MealPrepKing"", ""message"": ""This is why i meal prep, fam. 3 hrs on Sunday saves my sanity (and wallet) for the whole week. You gotta commit! 💪"", ""keywords"": [""agreement"", ""advice"", ""personal-experience""]}","{""id"": ""2"", ""author"": ""MealPrepKing"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 15, ""admiration"": 10, ""anticipation"": 75, ""trust"": 55, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""meal prep"", ""saves my sanity"", ""saves my wallet"", ""You gotta commit"", ""💪""], ""top_modifiers"": [""fam"", ""💪""], ""rule_traces"": [{""rule"": ""positive_outcome_description"", ""impact"": 20}, {""rule"": ""encouragement_call_to_action"", ""impact"": 15}, {""rule"": ""positive_emoji_usage"", ""impact"": 10}, {""rule"": ""personal_experience_sharing"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""QuickBites"", ""message"": ""Nooo i feel this SO HARD @FoodieFiend. Everything fast is either trash or costs an arm and a leg. i literally survive on protein bars some days 💀"", ""keywords"": [""agreement"", ""rant"", ""fragment"", ""@mention""]}","{""id"": ""3"", ""author"": ""QuickBites"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 5, ""surprise"": 0, ""sadness"": 60, ""anger"": 40, ""frustration"": 85, ""disgust"": 30, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 15, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 10, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 35}, ""explainability"": {""top_matched_keywords"": [""Nooo i feel this SO HARD"", ""trash"", ""costs an arm and a leg"", ""survive on protein bars"", ""💀""], ""top_modifiers"": [""SO HARD"", ""literally"", ""💀""], ""rule_traces"": [{""rule"": ""negative_sentiment_intensifier"", ""impact"": 20}, {""rule"": ""exasperation_emoji"", ""impact"": 10}, {""rule"": ""economic_frustration"", ""impact"": 15}, {""rule"": ""quality_dissatisfaction"", ""impact"": 10}, {""rule"": ""sustenance_struggle_indicator"", ""impact"": 20}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""FoodieFiend"", ""message"": ""@QuickBites FR tho. And the protein bars just aren't cutting it for real food. My stomach is like '??? what is this???' 😭"", ""keywords"": [""follow-up"", ""agreement"", ""humor"", ""emoji-led""]}","{""id"": ""4"", ""author"": ""FoodieFiend"", ""scores"": {""emotions"": {""joy"": 10, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 40, ""surprise"": 0, ""sadness"": 30, ""anger"": 5, ""frustration"": 40, ""disgust"": 10, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""FR tho"", ""aren't cutting it"", ""protein bars"", ""My stomach is like '??? what is this???'"", ""😭"", ""agreement"", ""humor""], ""top_modifiers"": [""emoji_crying_humorous"", ""slang_agreement"", ""rhetorical_question""], ""rule_traces"": [{""rule"": ""slang_agreement"", ""impact"": 2}, {""rule"": ""mild_dissatisfaction"", ""impact"": 5}, {""rule"": ""humorous_exaggeration"", ""impact"": 3}, {""rule"": ""emoji_crying_humorous"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
